playerId,shortName,firstName,lastName,teamId,teamName,position_code,position_name_ro,role_general,foot,birthDate,nationality,height_cm,weight_kg,matchesPlayed,totalMinutes,total_goals,total_assists,total_shots,total_shotsOnTarget,total_yellowCards,total_redCards,total_passes,total_successfulPasses,total_dribbles,total_successfulDribbles,total_duels,total_duelsWon,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_interceptions,total_recoveries,avg_goals,avg_assists,avg_shots,avg_passes,avg_successfulPasses,avg_losses,avg_ownHalfLosses,avg_dangerousOwnHalfLosses,avg_duels,avg_duelsWon,pct_successfulPasses,pct_duelsWon,pct_successfulDribbles,pct_shotsOnTarget,position_name_en,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_headShots,total_directRedCards,total_penalties,total_linkupPlays,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,avg_passLength,avg_longPassLength,avg_dribbleDistanceFromOpponentGoal,avg_ballRecoveries,avg_defensiveDuels,avg_offensiveDuels,avg_aerialDuels,avg_fouls,avg_smartPasses,avg_passesToFinalThird,avg_crosses,avg_dribbles,avg_headShots,avg_interceptions,avg_successfulDefensiveAction,avg_yellowCards,avg_redCards,avg_directRedCards,avg_successfulAttackingActions,avg_freeKicks,avg_directFreeKicks,avg_corners,avg_penalties,avg_accelerations,avg_looseBallDuels,avg_missedBalls,avg_forwardPasses,avg_backPasses,avg_throughPasses,avg_keyPasses,avg_verticalPasses,avg_longPasses,avg_shotAssists,avg_shotOnTargetAssists,avg_linkupPlays,avg_opponentHalfRecoveries,avg_dangerousOpponentHalfRecoveries,avg_ballLosses,avg_defensiveDuelsWon,avg_offensiveDuelsWon,avg_successfulSmartPasses,avg_successfulCrosses,avg_successfulForwardPasses,avg_successfulBackPasses,avg_successfulThroughPasses,avg_successfulKeyPasses,avg_successfulVerticalPasses,avg_successfulLongPasses,avg_successfulDribbles,avg_defensiveActions,avg_attackingActions,avg_freeKicksOnTarget,avg_directFreeKicksOnTarget,avg_successfulPenalties,avg_successfulLinkupPlays,avg_looseBallDuelsWon,avg_successfulPassesToFinalThird,avg_xgShot,avg_xgAssist,avg_xgSave,avg_receivedPass,avg_touchInBox,avg_progressiveRun,avg_offsides,avg_clearances,avg_secondAssists,avg_thirdAssists,avg_foulsSuffered,avg_progressivePasses,avg_counterpressingRecoveries,avg_slidingTackles,avg_goalKicks,avg_shotsBlocked,avg_shotsOnTarget,avg_successfulProgressivePasses,avg_successfulSlidingTackles,avg_successfulGoalKicks,avg_dribblesAgainst,avg_dribblesAgainstWon,avg_goalKicksShort,avg_goalKicksLong,avg_fieldAerialDuels,avg_fieldAerialDuelsWon,avg_gkConcededGoals,avg_gkShotsAgainst,avg_gkExits,avg_gkAerialDuels,avg_gkSaves,avg_gkSuccessfulExits,avg_gkAerialDuelsWon,avg_newDuelsWon,avg_newDefensiveDuelsWon,avg_newOffensiveDuelsWon,avg_newSuccessfulDribbles,avg_lateralPasses,avg_successfulLateralPasses,pct_defensiveDuelsWon,pct_offensiveDuelsWon,pct_aerialDuelsWon,pct_successfulSmartPasses,pct_successfulPassesToFinalThird,pct_successfulCrosses,pct_headShotsOnTarget,pct_goalConversion,pct_directFreeKicksOnTarget,pct_penaltiesConversion,pct_win,pct_successfulForwardPasses,pct_successfulBackPasses,pct_successfulThroughPasses,pct_successfulKeyPasses,pct_successfulVerticalPasses,pct_successfulLongPasses,pct_successfulShotAssists,pct_successfulLinkupPlays,pct_yellowCardsPerFoul,pct_successfulProgressivePasses,pct_successfulSlidingTackles,pct_successfulGoalKicks,pct_dribblesAgainstWon,pct_fieldAerialDuelsWon,pct_gkSaves,pct_gkSuccessfulExits,pct_gkAerialDuelsWon,pct_newDuelsWon,pct_newDefensiveDuelsWon,pct_newOffensiveDuelsWon,pct_newSuccessfulDribbles,pct_successfulLateralPasses
346555,N. Carnat,Nicolae,Carnat,11663,FC Unirea Slobozia,rw,Extrem Dreapta,Forward,right,4/8/1998,Romania,185,78,5,154,0,0,3,2,0,0,37,26,4,2,27,6,19,6,1,2,4,0,0,0.642,9.268,6.268,3.964,1.072,0,6.214,1.34,30.588,19.166,30,10,Right Winger,5,0,0,5,154,154,0,0,0,1,6,1,8,2,9,3,1,1,0,3,1,4,1,13,8,6,5,1,0,0,0,10,8,2,1,9,7,12,5,0,0,0,0,1,0,1,0,3,0,4,0,0,0,0,3,0,0.12,0,0,23,2,0,0,1,0,0,0,0,4,4,1,0,2,1,0,0,2,0,0,9,3,0,0,0,0,0,0,0,0,9,4,2,2,10,8,13.802,11.298,34.24,1.072,1.714,1.714,2.09,0,0.376,1.126,0.75,1.018,0,0.376,1.714,0,0,0,1.392,0,0,0,0,0,0.698,0,4.286,1.448,0.376,0,2.412,0.698,0,0,0.322,1.072,0,0,0.322,0.698,0,0.376,2.412,1.448,0,0,2.036,0.322,0.698,2.412,2.786,0,0,0,0.322,0,0.376,0.01,0,0,5.464,0.75,0,0,0.376,0,0,0,1.448,1.072,0.322,0,0,0.322,0.698,0,0,0.642,0.322,0,0,2.09,0.322,0,0,0,0,0,0,0,2.036,1.018,0.698,0.698,2.412,2.036,6.666,16.666,6.666,0,6.666,10,0,0,0,0,0,27.5,40,0,0,33.334,20,0,20,0,26.666,0,0,10,6.666,0,0,0,13,23.334,16.666,30,33.334
346908,A. Murgia,Alessandro,Murgia,60374,Universitatea Cluj,rdmf,Mijlocaș Defensiv Dr.,Midfielder,right,8/9/1996,Italy,185,78,19,1004,1,0,6,1,2,1,573,513,4,3,134,57,91,47,6,36,87,0.048,0,0.322,28.135,25.267,4.022,1.949,0.228,6.092,2.444,46.904,40.617,15.789,5.263,Right Defensive Midfielder,19,11,7,8,1004,1004,0,0,0,0,65,13,42,28,12,6,9,2,1,54,43,2,0,160,135,108,102,1,0,1,1,183,172,31,16,103,80,14,3,0,0,0,0,0,0,0,1,13,0,15,10,4,1,1,29,1,0.98,0.01,0,446,9,12,1,7,0,3,2,20,56,53,2,0,27,12,0,0,39,1,0,12,6,0,0,0,0,0,0,0,0,82,42,24,1,183,172,15.574,22.509,6.3,4.401,3.077,1.741,0.517,0.293,0.138,2.08,0.101,0.122,0,1.541,3.666,0.052,0,0,0.198,0,0,0,0,0.071,0.755,0.184,7.227,4.796,0.059,0,9.568,1.252,0,0,0,1.469,0.052,0,0.649,1.047,0.079,0,6.402,4.538,0,0,8.827,0.587,0.122,4.722,0.683,0,0,0,0,0.475,1.774,0.023,0,0,21.789,0.582,0.609,0.051,0.376,0,0.151,0.841,2.508,2.675,0.104,0,0.052,0.048,1.77,0.052,0,1.257,0.575,0,0,0.517,0.274,0,0,0,0,0,0,0,3.713,2.022,0.943,0.071,9.568,8.827,13.07,65.263,8.772,5.263,46.184,0,0,5.263,0,0,21.053,47.069,50.066,0,0,48.392,25.314,0,0,4.384,29.824,5.263,0,18.859,8.772,0,0,0,33.313,35.426,28.289,5.263,48.392
347148,A. Bettaieb,Adel,Bettaieb,23334,FC Argeș,cf,Atacant Central,Forward,right,1/28/1997,France,184,75,34,2698,9,2,60,20,4,0,599,445,113,70,701,244,307,64,5,47,96,0.283,0.062,1.666,16.921,12.593,8.731,1.702,0.118,19.563,6.649,63.425,34.826,56.765,23.039,Striker,34,26,15,8,2698,2698,6,0,0,23,104,25,376,147,125,55,33,1,0,45,19,38,10,126,71,206,192,5,0,11,11,159,115,41,18,153,106,212,79,0,0,0,0,0,0,17,9,5,0,96,17,15,26,11,61,9,5.66,2.62,0,373,109,70,5,16,0,1,1,48,59,58,2,0,26,10,0,0,40,1,0,125,55,0,0,0,0,0,0,0,0,245,57,116,49,159,115,16.95,23.308,29.165,2.757,2.987,10.615,3.235,1.004,0.026,1.338,1.071,3.237,0.153,1.353,2.954,0.115,0,0,2.168,0,0,0,0,0.318,2.726,0.37,3.668,5.688,0.137,0.359,4.439,1.181,0.734,0.359,0.656,1.724,0.283,0,0.698,4.096,0,0.291,2.098,5.302,0,0.359,3.216,0.522,1.931,4.4,6.001,0,0,0,0.515,0.524,0.605,0.153,0.081,0,10.416,3.055,2.02,0.118,0.442,0,0.028,1.361,1.739,1.634,0.059,0,0.026,0.561,1.244,0.029,0,0.788,0.284,0,0,3.235,1.332,0,0,0,0,0,0,0,6.599,1.541,3.201,1.316,4.439,3.216,21.078,40.511,34.675,0,27.696,16.176,5.882,9.069,0,0,41.176,50.681,80.424,0,20.588,60.205,27.451,13.235,22.549,8.332,58.726,2.941,0,19.608,34.675,0,0,0,29.361,42.647,26.46,34.951,60.205
347151,Y. Roche,Yohan,Roche,60390,Petrolul 52,lcb,Fundaș Central Stânga,Defender,right,7/7/1997,France,188,78,29,2774,2,1,8,3,5,1,1333,1173,8,6,318,140,219,112,21,119,316,0.061,0.032,0.252,41.784,36.761,6.873,3.529,0.634,9.984,4.433,84.511,43.662,17.241,10.345,Left Centre Back,29,29,2,0,2774,2774,3,0,0,0,118,38,38,16,96,50,14,1,1,148,103,5,3,583,472,36,34,7,2,6,5,628,597,148,83,239,213,22,14,0,0,0,0,0,0,0,2,0,0,66,36,11,6,6,42,5,1.21,0.7,0,834,19,46,0,79,0,1,10,14,252,120,2,0,24,14,0,0,188,1,0,96,50,0,0,0,0,0,0,0,0,196,92,18,7,628,597,21.46,36.207,10.828,9.924,3.713,1.221,3.01,0.407,0.032,4.621,0.16,0.249,0.094,3.649,6.626,0.126,0.033,0,0.438,0,0,0,0,0.062,2.041,0.347,18.292,1.132,0.221,0.193,19.607,4.613,0.193,0.193,0,1.326,0.157,0.031,1.221,0.501,0.032,0.096,14.819,1.07,0.064,0.161,18.631,2.598,0.187,7.425,0.693,0,0,0,0,1.13,3.241,0.038,0.022,0,26.113,0.603,1.438,0,2.408,0,0.032,0.44,7.971,3.808,0.063,0,0.287,0.092,5.934,0.031,0,0.734,0.447,0,0,3.01,1.582,0,0,0,0,0,0,0,6.192,2.916,0.567,0.218,19.607,18.631,36.646,36.207,45.673,3.448,62.582,5.172,3.448,6.897,0,0,27.586,77.727,50,5.172,17.241,91.938,52.402,13.793,0,8.621,68.918,3.448,0,37.356,45.673,0,0,0,59.903,75.021,41.379,22.414,91.938
352227,M. Tajti,Mátyás,Tajti,22731,Csikszereda Miercurea Ciuc,amf,Mijlocaș Central Dr.,Midfielder,right,6/2/1998,Hungary,183,76,3,109,0,0,1,0,1,0,43,38,4,4,19,7,10,2,0,1,3,0,0,0,14.117,12.353,2.353,0.587,0,5.293,2.94,29.167,32.41,66.667,0,Attacking Midfielder,3,0,0,3,109,109,0,0,0,0,7,1,8,5,3,0,2,0,0,4,3,1,1,14,10,8,8,1,0,1,1,19,18,4,3,9,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0.06,0.14,0,36,1,3,0,5,0,0,0,3,7,1,1,0,5,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,7,2,4,2,19,18,18.32,17.91,23.667,0,0.587,3.53,0.587,0.587,0,2.353,0,1.763,0,0,0.587,0.587,0,0,1.177,0,0,0,0,0,0.587,0.587,4.707,2.353,0,0,6.47,0.587,0,0,0,0,0,0,0,2.353,0,0,3.53,2.353,0,0,5.883,0.587,1.763,1.173,1.763,0,0,0,0,0.587,1.763,0,0,0,12.353,0,1.763,0,0.587,0,0,1.763,2.94,0,0.587,0,0,0,2.94,0,0,0.587,0,0,0,0.587,0,0,0,0,0,0,0,0,2.94,0,2.353,1.177,6.47,5.883,8.333,38.89,0,0,25,0,0,0,0,0,0,25,33.333,0,0,30.303,33.333,33.333,0,33.333,33.333,0,0,0,0,0,0,0,18.52,0,22.223,22.223,30.303
354809,Rafael Garutti,Rafael,Gomes Garutti,11663,FC Unirea Slobozia,rcb3,Fundaș Central Dreapta,Defender,right,11/25/1998,Brazil,190,75,1,30,0,0,0,0,0,0,10,8,0,0,5,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,Right Centre Back (3 at the back),1,1,1,0,30,30,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,18.1,47.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355910,M. Kovtalyuk,Mykola,Kovtalyuk,11634,FC Botoșani,cf,Atacant Central,Forward,right,4/26/1995,Ukraine,191,85,23,1176,5,1,19,11,3,1,242,192,9,7,341,106,176,32,4,29,33,0.12,0.083,0.68,9.992,7.865,7.943,1.334,0.2,14.99,4.434,40.876,31.918,26.087,22.826,Striker,23,12,8,11,1176,1176,8,1,0,29,35,8,101,28,132,50,22,2,0,14,11,3,1,34,27,99,87,2,0,3,3,43,35,1,1,68,57,33,16,0,0,0,0,0,0,19,1,11,0,73,20,4,13,3,26,4,4.94,0.9,0,144,52,1,10,13,1,1,0,14,17,24,4,0,2,0,0,0,11,2,0,132,50,0,0,0,0,0,0,0,0,114,24,20,4,43,35,12.02,1.45,11.709,1.625,1.269,4.338,6.277,0.817,0.077,0.604,0.089,0.293,0.169,1.256,2.34,0,0,0,0.432,0,0,0,0,0.077,3.107,0.225,1.437,4.26,0.077,0.124,1.58,0.05,0.564,0.124,1.074,1.273,0.249,0.08,0.358,1.082,0,0,1.154,3.678,0,0.124,1.101,0.05,0.23,2.614,1.138,0,0,0,0.591,0.683,0.527,0.212,0.042,0,5.502,2.064,0.05,0.332,0.411,0,0,0.552,0.703,1.346,0.09,0,0,0.342,0.493,0.09,0,0.04,0,0,0,6.277,2.31,0,0,0,0,0,0,0,4.801,0.994,0.813,0.09,1.58,1.101,20.29,27.281,17.082,0,26.087,0,8.696,17.391,0,0,21.739,30.073,45.286,0,13.043,36.232,4.348,23.913,21.739,6.522,24.638,8.696,0,0,17.082,0,0,0,16.655,34.42,11.189,6.522,36.232
357952,D. Sabater,Damiá,Sabater Tous,11943,Metaloglobus,rcmf,Mijlocaș Central Dr.,Midfielder,right,2/3/1996,Spain,177,74,34,2828,0,2,21,5,7,0,1394,1150,25,21,466,162,340,152,28,146,279,0,0.054,0.631,42.423,34.97,10.299,4.508,0.804,14.001,4.848,77.483,34.443,28.922,8.333,Right Centre Midfielder,34,30,11,4,2828,2828,3,0,0,0,204,43,123,58,75,35,38,2,0,258,195,37,14,543,393,160,152,20,6,6,6,505,455,167,98,360,281,85,30,12,5,0,0,16,0,0,1,9,0,64,26,23,20,6,101,9,1.33,2.14,0,952,18,19,2,43,0,0,7,10,288,170,10,0,60,31,0,0,217,3,0,75,35,0,0,0,0,0,0,0,0,225,125,39,11,505,455,19.666,35.152,11.562,8.602,6.001,3.723,2.311,1.135,0.054,7.884,1.205,0.708,0.091,4.39,8.345,0.241,0,0,0.872,0.341,0,0.501,0,0.033,1.965,0.721,16.219,5.002,0.569,0.167,15.577,4.99,0.601,0.167,0,3.105,0.28,0,1.259,1.737,0,0.425,11.876,4.703,0.154,0.167,13.891,2.968,0.586,10.706,2.598,0.14,0,0,0,0.793,6.063,0.039,0.063,0,28.901,0.579,0.578,0.055,1.222,0,0,0.296,8.952,5.264,0.315,0,0.203,0.143,6.822,0.091,0,1.782,0.922,0,0,2.311,1.059,0,0,0,0,0,0,0,6.632,3.641,1.141,0.304,15.577,13.891,19.521,44.054,38.235,0,72.571,22.794,5.882,0,0,0,8.824,68.132,88.571,11.765,14.706,84.157,56.573,17.647,0,12.009,70.252,7.353,0,40.49,38.235,0,0,0,45.335,56.464,26.997,15.441,84.157
358660,Samuel Teles,Samuel,Teles Pereira Nunes Silva,26233,Universitatea Craiova,rwb,Fundaș Dreapta,Midfielder,right,2/28/1997,Portugal,180,78,26,1340,1,0,17,6,8,0,715,573,41,29,336,125,195,54,3,52,118,0.035,0,0.534,26.717,21.342,6.79,2.156,0.037,10.663,4.164,40.085,32.874,48.205,8.333,Left Centre Midfielder,26,13,7,13,1340,1340,0,0,0,1,120,26,134,66,49,21,27,2,1,76,52,43,12,204,138,165,159,5,2,4,4,214,182,47,19,177,141,103,36,0,0,0,0,0,0,0,3,7,0,33,12,3,10,4,56,8,1.2,1.11,0,531,28,40,3,22,0,0,4,25,99,66,5,0,24,11,0,0,73,2,0,49,21,0,0,0,0,0,0,0,0,167,84,50,17,214,182,17.599,26.073,28.115,4.333,3.846,4.413,1.384,0.789,0.037,3.125,1.657,1.393,0,1.789,4.59,0.16,0,0,1.288,0,0,0,0,0.116,1.021,0.07,8.112,6.306,0.191,0.035,7.551,1.64,0.334,0.035,0,2.298,0.304,0,0.924,2.15,0,0.422,5.42,6.161,0.046,0.035,6.398,0.57,1.096,5.708,3.621,0,0,0,0,0.369,2.125,0.028,0.032,0,20.58,1.007,1.32,0.129,0.757,0,0,0.783,4.129,2.554,0.073,0,0.105,0.144,2.956,0.037,0,0.725,0.3,0,0,1.384,0.722,0,0,0,0,0,0,0,5.549,2.728,1.73,0.723,7.551,6.398,14.748,43.457,27.885,0,29.437,13.077,0,1.282,0,0,26.923,33.237,49.163,3.846,3.846,41.16,15.128,15.385,0,22.435,37.091,3.846,0,14.743,27.885,0,0,0,25.415,34.977,20.767,19.743,41.16
361179,A. Aliev,Alibek,Aliev,11611,CFR Cluj,cf,Atacant Central,Forward,right,8/16/1996,Russia,190,83,14,1154,4,3,18,10,3,0,215,133,4,3,272,84,156,37,0,15,27,0.311,0.286,1.453,16.761,10.109,12.347,3.032,0,21.092,6.565,60.262,31.703,21.429,46.429,Striker,14,13,11,1,1154,1154,2,0,0,24,31,6,77,21,76,33,19,1,0,19,8,1,0,46,19,49,36,1,1,5,5,55,36,10,2,46,35,24,12,0,0,0,0,0,0,18,1,27,0,88,24,2,12,5,14,1,4.01,1.72,0,123,34,3,6,9,1,1,4,17,22,17,0,0,4,3,0,0,8,0,0,76,33,0,0,0,0,0,0,0,0,94,20,17,2,55,36,13.39,16.736,6.379,2.179,2.422,6.041,5.896,1.418,0.129,1.522,0.061,0.349,0.142,1.241,2.834,0.221,0,0,0.924,0,0,0,0,0.071,6.731,0.145,3.587,3.795,0.061,0.424,4.256,0.806,0.901,0.424,1.886,1.095,0.091,0,0.491,1.604,0,0,1.386,2.755,0.061,0.424,2.686,0.128,0.22,3.664,1.991,0,0,0,1.409,1.909,0.619,0.319,0.139,0,9.656,2.633,0.248,0.488,0.752,0.079,0.079,1.354,1.714,1.381,0,0,0.296,0.774,0.545,0,0,0.376,0.248,0,0,5.896,2.566,0,0,0,0,0,0,0,7.449,1.593,1.386,0.149,4.256,2.686,21.429,30.232,47.116,0,41.666,0,14.286,17.857,0,0,78.571,40.561,65.193,7.143,21.429,57.586,10.714,40.476,55.119,11.9,33.334,0,0,21.429,47.116,0,0,0,36.399,57.738,26.721,14.286,57.586
363588,R. Trif,Răzvan,Trif,22731,Csikszereda Miercurea Ciuc,lb,Fundaș Lateral Stânga,Defender,left,10/9/1997,Romania,180,78,15,1260,1,0,9,2,1,0,268,178,18,11,180,60,138,60,4,77,99,0.063,0,0.547,16.739,11.25,8.461,3.765,0.305,11.007,3.709,57.273,32.669,48.333,10,Left Back,15,13,1,2,1260,1260,0,0,0,0,93,19,39,24,34,14,7,1,0,33,16,33,8,130,77,38,36,3,1,2,2,73,48,45,20,175,137,61,16,0,0,0,0,0,0,0,1,1,0,14,3,5,5,2,15,2,0.27,0.53,0,163,6,12,0,37,0,0,2,7,74,37,5,0,59,29,0,0,40,3,0,34,14,0,0,0,0,0,0,0,0,86,55,14,6,73,48,23.953,30.834,21.187,6.073,5.665,2.467,2.108,0.358,0.058,2.025,2.134,1.108,0,4.845,8.489,0.058,0,0,1.093,0,0,0,0,0.059,0.767,0.301,8.022,2.51,0.182,0.115,4.566,2.733,0.433,0.115,0,0.971,0.122,0,1.161,1.466,0,0.611,4.779,2.393,0.06,0.115,3.047,1.275,0.67,10.809,3.847,0,0,0,0,0.176,1.036,0.016,0.059,0,10.44,0.364,0.709,0,2.297,0,0,0.435,4.819,2.31,0.299,0,0.125,0.123,2.693,0.179,0,3.654,1.757,0,0,2.108,0.905,0,0,0,0,0,0,0,5.282,3.344,0.855,0.358,4.566,3.047,18.333,55.611,31.111,0,55.111,15.222,0,3.333,0,0,46.667,51.796,74.445,6.667,13.333,56.448,37.778,13.333,0,3.333,45.452,16.667,0,41.116,31.111,0,0,0,42.639,53.519,30.111,27.778,56.448
363609,M. Popescu,Mihai,Popescu,11565,FCSB,lcb,Fundaș Central Stânga,Defender,right,5/7/1993,Romania,188,83,13,1032,1,0,6,2,5,0,479,397,4,2,146,72,96,45,12,31,96,0.073,0,0.489,35.303,29.355,6.869,3.307,0.962,10.457,4.744,70.395,42.739,15.385,7.692,Left Centre Back,13,10,1,3,1032,1032,3,0,0,0,58,14,16,9,52,37,12,0,0,54,27,1,0,197,136,22,22,0,0,0,0,219,211,63,29,102,81,11,4,0,0,0,0,0,0,0,2,0,0,20,12,2,0,0,17,2,0.79,0,0,341,8,17,1,23,0,0,4,9,87,49,13,0,16,6,0,0,55,8,0,52,37,0,0,0,0,0,0,0,0,94,37,8,2,219,211,21.037,34.975,14.054,6.532,4.292,1.099,3.697,0.942,0,3.767,0.068,0.28,0.348,2.56,6.403,0.342,0,0,0.217,0,0,0,0,0.142,1.37,0.13,14.927,1.636,0,0,15.787,4.712,0,0,0,0.895,0.137,0.068,0.972,0.617,0,0,10.342,1.636,0,0,15.302,2.008,0.145,7.949,0.838,0,0,0,0,0.691,1.679,0.062,0,0,25.298,0.482,1.174,0.068,1.854,0,0,0.624,6.079,3.232,1.097,0,0.346,0.073,3.728,0.625,0,1.074,0.414,0,0,3.697,2.467,0,0,0,0,0,0,0,6.453,2.746,0.548,0.145,15.787,15.302,15.699,35.385,59.702,0,30.769,0,0,7.692,0,0,30.769,57.511,69.231,0,0,81.492,30.477,0,0,23.077,46.743,43.589,0,32.308,59.702,0,0,0,49.838,51.765,33.846,15.385,81.492
366784,H. Abdallah,Hakim Djamel,Abdallah,30817,UTA Arad,cf,Atacant Central,Forward,right,1/9/1998,France,187,85,29,2523,5,2,53,21,3,0,510,386,60,40,585,216,330,84,9,56,100,0.166,0.065,1.678,17.316,13.141,10.731,2.789,0.303,19.188,7.008,71.09,38.652,53.046,25.057,Striker,29,26,6,3,2523,2523,13,0,1,45,74,13,252,104,192,75,14,1,1,43,27,25,3,124,84,142,123,2,1,9,8,114,83,21,14,130,97,139,53,0,0,0,0,0,1,35,5,16,0,67,24,11,19,9,56,12,7.67,2.9,0,342,104,36,19,14,1,0,4,51,49,63,0,0,12,5,0,0,34,0,0,192,75,0,0,0,0,0,0,0,0,227,41,87,28,114,83,15.026,22.793,29.769,3.352,2.432,8.261,6.228,0.376,0.032,1.548,0.794,1.916,0.421,1.862,3.259,0.095,0,0,1.669,0,0,0,0.033,0.13,2.268,0.347,4.38,4.874,0.081,0.297,3.73,0.71,0.612,0.297,1.524,1.889,0.42,0,0.451,3.383,0.032,0.097,2.913,4.262,0.032,0.265,2.727,0.499,1.296,4.294,4.421,0,0,0.033,1.19,0.806,0.911,0.241,0.092,0,11.476,3.344,1.133,0.633,0.447,0.032,0,1.667,1.649,2.077,0,0,0.128,0.636,1.153,0,0,0.449,0.176,0,0,6.228,2.37,0,0,0,0,0,0,0,7.453,1.397,2.881,0.904,3.73,2.727,12.213,43.31,37.002,3.448,45,5.172,10.92,6.149,0,3.448,48.276,61.613,80.246,3.448,19.54,68.387,36.207,15.517,51.65,3.448,48.851,0,0,13.793,37.002,0,0,0,37.584,40.948,32.754,35.288,68.387
368012,A. Dobre,Mihai Alexandru,Dobre,11566,Rapid București,ramf,Mijlocaș Ofensiv Dr.,Midfielder,right,8/30/1998,Romania,185,71,35,3009,15,0,83,29,2,0,1009,772,154,119,657,283,384,95,11,89,134,0.408,0,2.275,28.849,22.11,10.706,2.635,0.299,18.22,7.72,71.023,42.058,66.24,29.476,Right Attacking Midfielder,35,32,13,3,3009,3009,12,0,3,92,154,25,349,193,98,43,32,0,0,91,65,78,23,234,168,242,213,1,0,10,10,274,188,26,10,254,189,315,144,0,0,0,0,0,2,72,27,15,0,56,22,18,22,10,54,10,11.91,2.42,0,807,98,112,4,32,0,0,5,41,130,61,11,0,46,22,0,0,91,6,0,98,43,0,0,0,0,0,0,0,0,315,89,161,92,274,188,14.915,21.481,30.851,3.804,4.403,9.484,2.677,0.947,0,2.608,2.132,4.145,0.357,2.633,5.417,0.055,0,0,3.887,0,0,0,0.084,0.728,1.657,0.462,6.699,7.003,0.026,0.286,7.668,0.782,0.628,0.286,2.575,1.536,0.251,0,0.682,5.226,0,0.661,4.816,6.124,0,0.286,5.282,0.326,3.161,7.305,8.553,0,0,0.052,2.015,0.669,1.845,0.327,0.068,0,23.13,2.694,3.141,0.079,0.924,0,0,1.122,3.652,1.743,0.269,0,0.133,0.793,2.597,0.133,0,1.304,0.601,0,0,2.677,1.145,0,0,0,0,0,0,0,8.686,2.517,4.357,2.435,7.668,5.282,15.524,50.788,34.463,0,56.748,23.714,7.143,15.714,0,5.714,45.714,64.738,80.384,0,28.571,61.247,21.429,20,49.619,3.809,58.997,8.571,0,29.762,34.463,0,0,0,44.858,49.531,41.383,50.267,61.247
